course_id,course_title,organization,rating,enrollment,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,difficulty_Mixed,certificate_type_COURSE,certificate_type_PROFESSIONAL CERTIFICATE,certificate_type_SPECIALIZATION
24,Actualización en el manejo del paciente con diabetes mellitus tipo 2,Universidad Nacional Autónoma de México,0.8823529411764703,0.0067219008910426765,False,False,False,True,True,False,False
25,Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,0.8823529411764703,0.002407378458652493,False,True,False,False,True,False,False
26,Advanced Business Analytics,University of Colorado Boulder,0.7058823529411764,0.02391746130998906,False,False,True,False,False,False,True
27,Advanced Data Science with IBM,IBM,0.6470588235294119,0.09957792715335313,True,False,False,False,False,False,True
28,Advanced Machine Learning,National Research University Higher School of Economics,0.7058823529411764,0.05893387525402533,True,False,False,False,False,False,True
29,Advanced Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,0.7058823529411764,0.010473659527903705,True,False,False,False,False,False,True
30,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Erasmus University Rotterdam,0.8235294117647058,0.008597780209473192,True,False,False,False,True,False,False
31,Advertising and Society,Duke University,0.8823529411764703,0.003908081913396905,False,False,False,True,True,False,False
32,Age of Cathedrals,Yale University,0.8235294117647058,0.006096607784899171,False,True,False,False,True,False,False
33,Agile Development,University of Virginia,0.8235294117647058,0.028919806159137095,False,True,False,False,False,False,True
34,Agile Meets Design Thinking,University of Virginia,0.8235294117647058,0.021103642332343287,False,True,False,False,True,False,False
35,Agile with Atlassian Jira,Atlassian,0.8235294117647058,0.012036892293262467,False,True,False,False,True,False,False
36,Agile и Scrum в работе над проектами и продуктами,ScrumTrek,0.9411764705882357,0.0032827888072534,False,True,False,False,True,False,False
37,Algorithmic Toolbox,University of California San Diego,0.8235294117647058,0.0683132718461779,False,False,True,False,True,False,False
38,Algorithms,Stanford University,0.8823529411764703,0.04642801313115524,False,False,True,False,False,False,True
39,Algorithms for Battery Management Systems,University of Colorado System,0.8823529411764703,0.003908081913396905,False,False,True,False,False,False,True
40,American Contract Law I,Yale University,0.9411764705882357,0.005158668125683915,False,True,False,False,True,False,False
41,An Introduction to American Law,University of Pennsylvania,0.8823529411764703,0.0067219008910426765,False,True,False,False,True,False,False
42,An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,0.8235294117647058,0.021103642332343287,False,True,False,False,True,False,False
43,An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",0.7647058823529409,0.08394559949976552,False,True,False,False,False,False,True
44,Analysing: Numeric and digital literacies,Macquarie University,0.7647058823529409,0.0020009379396592154,False,True,False,False,False,False,True
45,Anatomy,University of Michigan,0.8823529411764703,0.008910426762544943,False,True,False,False,False,False,True
46,"Anatomy of the Chest, Abdomen, and Pelvis",Yale University,0.8823529411764703,0.010786306080975458,False,False,True,False,True,False,False
47,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,0.8823529411764703,0.005783961231827419,False,True,False,False,True,False,False
48,Ancient Philosophy: Aristotle and His Successors,University of Pennsylvania,0.8823529411764703,0.0020634672502735656,False,False,False,True,True,False,False
49,Android App Development,Vanderbilt University,0.7058823529411764,0.03704861653900266,False,True,False,False,False,False,True
50,Animal Behaviour and Welfare,The University of Edinburgh,0.8823529411764703,0.021728935438486793,False,False,False,True,True,False,False
51,Antibiotic Stewardship,Stanford University,0.7058823529411764,0.002970142254181648,True,False,False,False,True,False,False
52,Anticorrupción: Introducción a conceptos y perspectiva práctica,Universidad Nacional Autónoma de México,0.8823529411764703,0.002970142254181648,False,True,False,False,True,False,False
53,Antimicrobial resistance - theory and methods,Technical University of Denmark (DTU),0.7647058823529409,0.019227763013912772,False,False,True,False,True,False,False
54,Applied Data Science,IBM,0.7647058823529409,0.0683132718461779,False,True,False,False,False,False,True
55,Applied Data Science Capstone,IBM,0.8235294117647058,0.012662185399405971,False,False,True,False,True,False,False
56,Applied Data Science with Python,University of Michigan,0.7058823529411764,0.14960137564483353,False,False,True,False,False,False,True
57,Applied Machine Learning in Python,University of Michigan,0.7647058823529409,0.04642801313115524,False,False,True,False,True,False,False
58,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,0.7647058823529409,0.029857745818352353,False,False,True,False,True,False,False
59,Aprende a programar con Python,Universidad Austral,0.5294117647058825,0.0015944974206659375,False,True,False,False,False,False,True
60,Aprender,Universidad Nacional Autónoma de México,0.8823529411764703,0.06206034078474285,False,False,False,True,True,False,False
61,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),University of California San Diego,0.9411764705882357,0.055807409723307805,False,True,False,False,True,False,False
62,Architecting with Google Cloud Platform 日本語版,Google Cloud,0.7058823529411764,0.0008441456932937316,False,False,True,False,False,False,True
63,Architecting with Google Compute Engine,Google Cloud,0.8235294117647058,0.09645146162263561,False,False,True,False,False,False,True
64,Architecting with Google Kubernetes Engine 日本語版,Google Cloud,0.7058823529411764,0.0007503517273722059,False,True,False,False,False,False,True
65,Arizona State University TESOL,Arizona State University,0.9411764705882357,0.04642801313115524,False,True,False,False,False,True,False
66,Art & Activity: Interactive Strategies for Engaging with Art,The Museum of Modern Art,0.8823529411764703,0.02423010786306081,False,False,False,True,True,False,False
67,Art & Ideas: Teaching with Themes,The Museum of Modern Art,0.8823529411764703,0.009223073315616696,False,False,False,True,True,False,False
68,Arts and Culture Strategy,National Arts Strategies,0.7647058823529409,0.004220728466468657,False,False,False,True,True,False,False
69,Arts and Heritage Management,Università Bocconi,0.8823529411764703,0.004220728466468657,False,False,False,True,True,False,False
70,Aspectos básicos de la planificación y la gestión de proyectos,University of Virginia,0.9411764705882357,0.002657495701109895,False,True,False,False,True,False,False
71,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,0.8235294117647058,0.02016570267312803,False,False,False,True,True,False,False
72,Atención Primaria en Salud: El desafío de las Enfermedades no Transmisibles,Pontificia Universidad Católica de Chile,0.8823529411764703,0.0098483664217602,False,False,True,False,True,False,False
73,Autism Spectrum Disorder,"University of California, Davis",0.7647058823529409,0.017039237142410506,False,False,False,True,True,False,False
74,Autodesk CAD/CAM for Manufacturing,Autodesk,0.8823529411764703,0.0018133500078161638,False,False,True,False,False,False,True
75,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,0.8823529411764703,0.002407378458652493,False,False,True,False,False,False,True
76,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk,0.8235294117647058,0.006409254337970924,True,False,False,False,True,False,False
77,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,0.8235294117647058,0.0025637017351883696,True,False,False,False,True,False,False
78,BIM Fundamentals for Engineers,National Taiwan University,0.7647058823529409,0.0035954353603251527,False,True,False,False,True,False,False
79,Basic Statistics,University of Amsterdam,0.7647058823529409,0.055807409723307805,False,True,False,False,True,False,False
80,Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",0.8823529411764703,0.02798186649992184,False,False,True,False,True,False,False
81,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",0.8823529411764703,0.008597780209473192,False,False,True,False,True,False,False
82,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,0.9411764705882357,0.06518680631546037,False,False,False,True,True,False,False
83,Become a Journalist: Report the News!,Michigan State University,0.8235294117647058,0.008285133656401438,False,True,False,False,False,False,True
84,Become a Sustainable Business Change Agent,University of Colorado System,0.8235294117647058,0.0008441456932937316,False,False,True,False,False,False,True
85,Becoming a Sports Agent,Case Western Reserve University,0.8235294117647058,0.0015632327653587622,False,True,False,False,True,False,False
86,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,0.8823529411764703,0.018602469907769266,False,True,False,False,True,False,False
87,Behavioral Finance,Duke University,0.6470588235294119,0.016726590589338754,False,False,False,True,True,False,False
88,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,University of Michigan,0.7647058823529409,0.00025011724245740187,False,False,False,True,True,False,False
89,Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,0.7058823529411764,0.0022823198374237923,False,True,False,False,False,False,True
90,Biohacking Your Brain's Health,Emory University,0.7647058823529409,0.010473659527903705,False,True,False,False,True,False,False
91,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,0.6470588235294119,0.027043926840706584,False,True,False,False,True,False,False
92,Biostatistics in Public Health,Johns Hopkins University,0.8823529411764703,0.003908081913396905,False,True,False,False,False,False,True
93,Blended Language Learning: Design and Practice for Teachers,University of Colorado Boulder,0.8823529411764703,0.00012505862122870096,False,False,True,False,True,False,False
94,Blockchain,University at Buffalo,0.7647058823529409,0.020790995779271536,False,False,True,False,False,False,True
95,Blockchain Revolution,INSEAD,0.8235294117647058,0.006096607784899171,False,True,False,False,False,False,True
96,Blockchain Revolution in Financial Services,INSEAD,0.7647058823529409,3.1264655307175254e-05,False,True,False,False,False,False,True
97,Blockchain: Foundations and Use Cases,ConsenSys Academy,0.8235294117647058,0.009223073315616696,False,True,False,False,True,False,False
98,Boosting Creativity for Innovation,HEC Paris,0.9411764705882357,0.002501172424574019,False,True,False,False,True,False,False
99,"Brand Management: Aligning Business, Brand and Behaviour",London Business School,0.9411764705882357,0.017351883695482257,False,True,False,False,True,False,False
100,Branding: The Creative Journey,IE Business School,0.7647058823529409,0.007659840550257934,False,True,False,False,False,False,True
101,Budgeting and Scheduling Projects,"University of California, Irvine",0.8235294117647058,0.02579334062841957,False,False,False,True,True,False,False
102,Bugs 101: Insect-Human Interactions,University of Alberta,0.9411764705882357,0.004220728466468657,False,True,False,False,True,False,False
103,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,0.9411764705882357,0.02923245271220885,False,False,False,True,True,False,False
104,Building Batch Data Pipelines on GCP,Google Cloud,0.7058823529411764,0.0018133500078161638,False,False,True,False,True,False,False
105,Building Conversational Experiences with Dialogflow,Google Cloud,0.7058823529411764,0.006409254337970924,False,True,False,False,True,False,False
106,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,0.7647058823529409,0.0013443801782085354,False,False,True,False,True,False,False
107,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,0.588235294117647,0.007034547444114429,False,False,True,False,True,False,False
108,Building Your Leadership Skills,HEC Paris,0.7058823529411764,0.02047834922619978,False,False,False,True,True,False,False
109,Business Analytics,University of Pennsylvania,0.7647058823529409,0.08707206503048304,False,True,False,False,False,False,True
110,Business English,Arizona State University,0.8235294117647058,0.011411599187118962,False,False,True,False,False,False,True
111,Business English Communication Skills,University of Washington,0.8235294117647058,0.03704861653900266,False,False,True,False,False,False,True
112,Business English: Networking,University of Washington,0.8235294117647058,0.023604814756917305,False,False,True,False,True,False,False
113,Business Foundations,University of Pennsylvania,0.8235294117647058,0.15898077223698612,False,True,False,False,False,False,True
114,Business Model Innovation,HEC Paris,0.8235294117647058,0.0035954353603251527,False,False,False,True,True,False,False
115,Business Statistics and Analysis,Rice University,0.8235294117647058,0.03392215100828514,False,True,False,False,False,False,True
116,Business Strategies for A Better World,University of Pennsylvania,0.8235294117647058,0.007034547444114429,False,True,False,False,False,False,True
117,Business Strategy,University of Virginia,0.8235294117647058,0.027356573393778335,False,True,False,False,False,False,True
118,Business Technology Management,Indian School of Business,0.7058823529411764,0.02047834922619978,False,True,False,False,False,False,True
119,Business Transformation with Google Cloud,Google Cloud,0.8235294117647058,0.002657495701109895,False,True,False,False,True,False,False
120,Business Writing,University of Colorado Boulder,0.8823529411764703,0.014538064717836486,False,True,False,False,True,False,False
121,Business and Financial Modeling,University of Pennsylvania,0.7058823529411764,0.04955447866187276,False,True,False,False,False,False,True
122,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",0.7058823529411764,0.009223073315616696,False,True,False,False,True,False,False
123,C# Programming for Unity Game Development,University of Colorado System,0.8235294117647058,0.010786306080975458,False,True,False,False,False,False,True
124,COVID-19 Contact Tracing,Johns Hopkins University,0.9411764705882357,0.0683132718461779,False,True,False,False,True,False,False
125,COVID-19: What You Need to Know (CME Eligible),Osmosis,0.8823529411764703,0.009535719868688447,False,True,False,False,True,False,False
126,"Cameras, Exposure, and Photography",Michigan State University,0.8235294117647058,0.04017508206972019,False,False,False,True,True,False,False
127,Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,0.8235294117647058,0.10583085821478819,False,True,False,False,True,False,False
128,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,0.7647058823529409,0.02516804752227607,False,False,False,True,True,False,False
129,Career Success,"University of California, Irvine",0.6470588235294119,0.24652180709707677,False,True,False,False,False,False,True
130,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,0.8823529411764703,0.009223073315616696,False,True,False,False,True,False,False
131,Chemicals and Health,Johns Hopkins University,0.8235294117647058,0.0067219008910426765,False,True,False,False,True,False,False
132,Chicken Behaviour and Welfare,The University of Edinburgh,0.8235294117647058,0.005471314678755667,False,False,False,True,True,False,False
133,Child Nutrition and Cooking,Stanford University,0.8235294117647058,0.008910426762544943,False,True,False,False,True,False,False
134,Chinese for HSK 1,Peking University,0.8823529411764703,0.006409254337970924,False,True,False,False,True,False,False
135,Cisco Networking Basics,Cisco,0.8235294117647058,0.017351883695482257,False,True,False,False,False,False,True
136,Classical Sociological Theory,University of Amsterdam,0.8823529411764703,0.015476004377051742,False,False,False,True,True,False,False
137,Claves de la Dirección de Empresas,IESE Business School,0.8823529411764703,0.015476004377051742,False,True,False,False,False,False,True
138,Climate Change and Health: From Science to Action,Yale University,0.7647058823529409,0.001031733625136783,False,True,False,False,False,False,True
139,Clinical Terminology for International and U.S. Students,University of Pittsburgh,0.8823529411764703,0.009535719868688447,False,True,False,False,True,False,False
140,Cloud Computing,University of Illinois at Urbana-Champaign,0.6470588235294119,0.03392215100828514,False,False,True,False,False,False,True
141,Cloud Computing Basics (Cloud 101),LearnQuest,0.7058823529411764,0.01109895263404721,False,True,False,False,True,False,False
142,Cloud Engineering with Google Cloud,Google Cloud,0.8235294117647058,0.09645146162263561,False,False,True,False,False,True,False
143,Coaching Skills for Managers,"University of California, Davis",0.8235294117647058,0.01109895263404721,False,False,True,False,False,False,True
144,Code Yourself! An Introduction to Programming,The University of Edinburgh,0.8235294117647058,0.03704861653900266,False,True,False,False,True,False,False
145,Communication Skills for Engineers,Rice University,0.8235294117647058,0.004220728466468657,False,True,False,False,False,False,True
146,Communication Strategies for a Virtual Age,University of Toronto,0.8823529411764703,0.012974831952477724,False,True,False,False,True,False,False
147,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,University of Colorado Boulder,0.9411764705882357,0.0015319681100515869,False,True,False,False,True,False,False
148,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,0.8235294117647058,0.012974831952477724,False,True,False,False,True,False,False
149,Competitive Strategy and Organization Design,Ludwig-Maximilians-Universität München (LMU),0.8235294117647058,0.10895732374550571,False,False,True,False,False,False,True
150,Computational Social Science,"University of California, Davis",0.7647058823529409,0.0013443801782085354,False,True,False,False,False,False,True
151,Computational Thinking for Problem Solving,University of Pennsylvania,0.8823529411764703,0.0098483664217602,False,True,False,False,True,False,False
152,Computer Security and Systems Management,University of Colorado System,0.7647058823529409,0.007972487103329685,False,True,False,False,False,False,True
153,Conflict Management,"University of California, Irvine",0.588235294117647,0.02016570267312803,False,True,False,False,False,False,True
154,Construction Cost Estimating and Cost Control,Columbia University,0.8235294117647058,0.005471314678755667,False,True,False,False,True,False,False
155,Construction Management,Columbia University,0.8235294117647058,0.018602469907769266,False,True,False,False,False,False,True
156,Construction Project Management,Columbia University,0.8823529411764703,0.012974831952477724,False,True,False,False,True,False,False
157,Construction Scheduling,Columbia University,0.8823529411764703,0.004220728466468657,False,True,False,False,True,False,False
158,Contabilidad para no contadores,Universidad Nacional Autónoma de México,0.8235294117647058,0.0683132718461779,False,True,False,False,True,False,False
159,Content Strategy for Professionals,Northwestern University,0.7058823529411764,0.007972487103329685,False,True,False,False,False,False,True
160,Continuous Delivery & DevOps,University of Virginia,0.7647058823529409,0.007659840550257934,False,True,False,False,True,False,False
161,Control of Mobile Robots,Georgia Institute of Technology,0.8823529411764703,0.01485071127090824,False,False,False,True,True,False,False
162,Convolutional Neural Networks,deeplearning.ai,0.9411764705882357,0.07456620290761294,False,False,True,False,True,False,False
163,Convolutional Neural Networks in TensorFlow,deeplearning.ai,0.8235294117647058,0.013912771611692982,False,False,True,False,True,False,False
164,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,0.8823529411764703,0.002657495701109895,False,False,True,False,True,False,False
165,Corporate Finance Essentials,IESE Business School,0.8823529411764703,0.017039237142410506,False,False,False,True,True,False,False
166,Corporate Strategy,UCL School of Management,0.8823529411764703,0.00196967328435204,False,True,False,False,True,False,False
167,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,0.7647058823529409,0.002657495701109895,False,False,False,True,True,False,False
168,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,0.7647058823529409,0.022979521650773802,False,True,False,False,True,False,False
169,Cost and Economics in Pricing Strategy,University of Virginia,0.8823529411764703,0.004220728466468657,False,True,False,False,True,False,False
170,Costos para los Negocios,Universidad de Chile,0.8823529411764703,0.012974831952477724,False,False,True,False,True,False,False
171,Crash Course on Python,Google,0.8823529411764703,0.024855400969204317,False,True,False,False,True,False,False
172,Creative Problem Solving,University of Minnesota,0.588235294117647,0.04330154760043771,False,False,False,True,True,False,False
173,Creative Writing,Wesleyan University,0.7647058823529409,0.04330154760043771,False,True,False,False,False,False,True
174,Creative Writing: The Craft of Plot,Wesleyan University,0.8235294117647058,0.03704861653900266,False,False,False,True,True,False,False
175,"Creatividad, diseño e innovación: Técnicas y herramientas",Arizona State University,0.8235294117647058,0.04642801313115524,False,True,False,False,False,False,True
176,Cuidado de heridas en el ámbito hospitalario,Universidad Nacional Autónoma de México,0.8823529411764703,0.007659840550257934,False,False,True,False,True,False,False
177,Cuidados y procedimientos generales en la atención del recién nacido,Universidad de Chile,0.8823529411764703,0.006409254337970924,False,False,True,False,True,False,False
178,Culture-Driven Team Building,University of Pennsylvania,0.7647058823529409,0.004846021572612162,False,True,False,False,False,False,True
179,Curanderismo: Traditional Healing Using Plants,University of New Mexico,0.7647058823529409,0.0012505862122870097,False,True,False,False,True,False,False
180,Customer Segmentation and Prospecting,Northwestern University,0.8235294117647058,0.005158668125683915,False,True,False,False,True,False,False
181,Cybersecurity,"University of Maryland, College Park",0.7058823529411764,0.03048303892449586,False,False,True,False,False,False,True
182,Cybersecurity and Its Ten Domains,University System of Georgia,0.5294117647058825,0.04330154760043771,False,True,False,False,True,False,False
183,Cybersecurity for Business,University of Colorado System,0.7647058823529409,0.0067219008910426765,False,True,False,False,False,False,True
184,Cómo hablar bien en público,Universitat Autònoma de Barcelona,0.8823529411764703,0.016726590589338754,False,True,False,False,True,False,False
185,Dairy Production and Management,The Pennsylvania State University,0.8823529411764703,0.0067219008910426765,False,False,False,True,True,False,False
186,Data Analysis and Interpretation,Wesleyan University,0.6470588235294119,0.03079568547756761,False,True,False,False,False,False,True
187,Data Analysis and Presentation Skills: the PwC Approach,PwC,0.7647058823529409,0.0683132718461779,False,True,False,False,False,False,True
188,Data Analysis with Python,IBM,0.8235294117647058,0.03392215100828514,False,True,False,False,True,False,False
189,Data Analytics for Lean Six Sigma,University of Amsterdam,0.8823529411764703,0.007034547444114429,False,True,False,False,True,False,False
190,Data Collection and Processing with Python,University of Michigan,0.8235294117647058,0.005471314678755667,False,False,True,False,True,False,False
191,Data Engineering on Google Cloud Platform 日本語版,Google Cloud,0.6470588235294119,0.0004689698296076286,False,False,True,False,False,False,True
192,Data Engineering with Google Cloud,Google Cloud,0.7647058823529409,0.03704861653900266,False,False,True,False,False,True,False
193,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,0.7647058823529409,0.03704861653900266,False,False,True,False,False,False,True
194,Data Management for Clinical Research,Vanderbilt University,0.8235294117647058,0.012662185399405971,False,True,False,False,True,False,False
195,Data Mining,University of Illinois at Urbana-Champaign,0.6470588235294119,0.04330154760043771,False,False,True,False,False,False,True
196,Data Science,Johns Hopkins University,0.7058823529411764,0.25902766921994685,False,True,False,False,False,False,True
197,Data Science Math Skills,Duke University,0.7058823529411764,0.04330154760043771,False,True,False,False,True,False,False
198,Data Science Methodology,IBM,0.7647058823529409,0.027356573393778335,False,True,False,False,True,False,False
199,Data Science: Foundations using R,Johns Hopkins University,0.7647058823529409,0.23088947944348917,False,True,False,False,False,False,True
200,Data Science: Statistics and Machine Learning,Johns Hopkins University,0.6470588235294119,0.06518680631546037,False,False,True,False,False,False,True
201,Data Visualization and Communication with Tableau,Duke University,0.8235294117647058,0.04017508206972019,False,False,False,True,True,False,False
202,Data Visualization with Advanced Excel,PwC,0.8823529411764703,0.018289823354697515,False,True,False,False,True,False,False
203,Data Visualization with Python,IBM,0.7647058823529409,0.02016570267312803,False,False,True,False,True,False,False
204,Data Visualization with Tableau,"University of California, Davis",0.7058823529411764,0.0295450992652806,False,True,False,False,False,False,True
205,Data Warehousing for Business Intelligence,University of Colorado System,0.7058823529411764,0.04330154760043771,True,False,False,False,False,False,True
206,Data and Health Indicators in Public Health Practice,Johns Hopkins University,0.8235294117647058,0.005158668125683915,False,True,False,False,True,False,False
207,Data-driven Decision Making,PwC,0.7647058823529409,0.03704861653900266,False,True,False,False,True,False,False
208,Databases and SQL for Data Science,IBM,0.8235294117647058,0.03392215100828514,False,True,False,False,True,False,False
209,De-Mystifying Mindfulness,Universiteit Leiden,0.8823529411764703,0.04642801313115524,False,True,False,False,True,False,False
210,Decision-Making and Scenarios,University of Pennsylvania,0.7647058823529409,0.009223073315616696,False,False,False,True,True,False,False
211,Deep Learning,deeplearning.ai,0.8823529411764703,0.21525715178990154,False,False,True,False,False,False,True
212,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,0.8823529411764703,0.013287478505549477,False,True,False,False,True,False,False
213,Dentistry 101,University of Michigan,0.8235294117647058,0.0009379396592152573,False,True,False,False,True,False,False
214,Dermatology: Trip to skin,Novosibirsk State University ,0.6470588235294119,0.002094731905580741,False,True,False,False,True,False,False
215,Design Thinking for Innovation,University of Virginia,0.7647058823529409,0.07456620290761294,False,True,False,False,True,False,False
216,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,0.7647058823529409,0.004846021572612162,False,True,False,False,True,False,False
217,Design and Interpretation of Clinical Trials,Johns Hopkins University,0.8235294117647058,0.02047834922619978,False,False,False,True,True,False,False
218,Design and Make Infographics (Project-Centered Course),Michigan State University,0.8235294117647058,0.029857745818352353,False,False,False,True,True,False,False
219,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,0.7647058823529409,0.005471314678755667,False,False,True,False,True,False,False
220,Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,0.7647058823529409,0.004533375019540409,False,False,True,False,False,False,True
221,Developing Applications with Google Cloud Platform,Google Cloud,0.8235294117647058,0.09332499609191809,False,False,True,False,False,False,True
222,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,0.8823529411764703,0.000781616382679381,False,False,True,False,False,False,True
223,Developing Industrial Internet of Things,University of Colorado Boulder,0.7647058823529409,0.0020322025949663903,False,False,True,False,False,False,True
224,Developing Your Musicianship,Berklee College of Music,0.8823529411764703,0.01234953884633422,False,False,False,True,True,False,False
225,Developing Your Musicianship,Berklee College of Music,0.8823529411764703,0.016413944036267,False,True,False,False,False,False,True
226,Devenir entrepreneur du changement,Ticket for Change,0.8235294117647058,0.016413944036267,False,False,False,True,True,False,False
227,Digital Advertising Strategy,University of Colorado Boulder,0.6470588235294119,0.002344849148038143,False,True,False,False,False,False,True
228,Digital Business Models,Lund University,0.7058823529411764,0.006096607784899171,False,True,False,False,True,False,False
229,Digital Manufacturing & Design Technology,University at Buffalo,0.7647058823529409,0.01109895263404721,False,True,False,False,False,False,True
230,Digital Marketing,University of Illinois at Urbana-Champaign,0.7647058823529409,0.11833672033765828,False,True,False,False,False,False,True
231,Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,0.6470588235294119,0.017351883695482257,False,False,False,True,True,False,False
232,Digital Product Management,University of Virginia,0.8235294117647058,0.04330154760043771,False,True,False,False,False,False,True
233,Digital Product Management: Modern Fundamentals,University of Virginia,0.8235294117647058,0.017664530248554012,False,True,False,False,True,False,False
234,Dino 101: Dinosaur Paleobiology,University of Alberta,0.7058823529411764,0.010473659527903705,False,True,False,False,True,False,False
235,Discrete Optimization,The University of Melbourne,0.9411764705882357,0.012036892293262467,False,False,True,False,True,False,False
