user_id,course_id,rating,course_title,organization,difficulty
6,354,4.209723394812909,Fundamentals of Visualization with Tableau,"University of California, Davis",Beginner
6,253,4.51373372787109,Electric Industry Operations and Markets,Duke University,Beginner
6,379,4.4861187061525545,Getting Started with SAS Programming,SAS,Beginner
6,740,4.141575933992852,Software Product Management,University of Alberta,Beginner
6,357,4.553601227258404,Fundamentos de Excel para Negocios,Universidad Austral,Beginner
7,157,4.417441747563037,Construction Scheduling,Columbia University,Beginner
7,213,4.2634890063729545,Dentistry 101,University of Michigan,Beginner
7,12,3.852710445756074,AWS Fundamentals,Amazon Web Services,Beginner
7,701,4.334029970371974,Responsive Website Development and Design,"Goldsmiths, University of London",Beginner
7,716,4.247536200207185,School Health for Children and Adolescents,University of Colorado System,Beginner
7,13,4.215819717375701,AWS Fundamentals: Addressing Security Risk,Amazon Web Services,Beginner
7,197,3.827142364479757,Data Science Math Skills,Duke University,Beginner
7,883,3.701824358760181,Основы программирования на Python,National Research University Higher School of Economics,Beginner
7,139,4.247230145390657,Clinical Terminology for International and U.S. Students,University of Pittsburgh,Beginner
7,464,4.209573954768734,Interviewing and Resume Writing in English,"University of Maryland, College Park",Intermediate
8,627,4.379905750841448,Neurolinguistics,Saint Petersburg State University,Mixed
8,803,4.787956857270937,The Horse Course: Introduction to Basic Care and Management,University of Florida,Mixed
8,502,4.266012989459016,Introduction to International Criminal Law,Case Western Reserve University,Mixed
8,628,4.42569796074847,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",Beginner
8,42,4.0707702335539935,An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,Beginner
9,815,4.094008102246361,The Science of Well-Being,Yale University,Mixed
9,114,3.6195954981915985,Business Model Innovation,HEC Paris,Mixed
9,380,4.031219149896091,Global Diplomacy – Diplomacy in the Modern World,SOAS University of London,Mixed
9,699,3.906740062813543,Research Data Management and Sharing,The University of Edinburgh,Mixed
9,808,4.488482644097141,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",Mixed
9,455,4.23373256695466,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,Mixed
9,887,4.010878278831733,Психолингвистика (Psycholinguistics),Saint Petersburg State University,Mixed
9,739,3.8734393638116704,Software Processes and Agile Practices,University of Alberta,Mixed
9,656,4.826646016135139,Positive Psychology,The University of North Carolina at Chapel Hill,Mixed
9,74,4.313374105502527,Autodesk CAD/CAM for Manufacturing,Autodesk,Intermediate
9,839,4.0855486610178176,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,Beginner
9,71,4.267212542331607,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,Mixed
9,138,4.709066746849521,Climate Change and Health: From Science to Action,Yale University,Beginner
10,794,4.133546157475053,The Bits and Bytes of Computer Networking,Google,Beginner
10,225,4.882282827181796,Developing Your Musicianship,Berklee College of Music,Beginner
10,40,4.0710756545986175,American Contract Law I,Yale University,Beginner
10,785,4.331231120638112,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,Beginner
10,500,3.7311980925214465,Introduction to Imagemaking,California Institute of the Arts,Beginner
10,629,4.157692568581192,Newborn Baby Care,University of Colorado System,Beginner
10,653,4.75083478496851,Plant Bioinformatic Methods,University of Toronto,Beginner
10,874,4.314433516716568,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,Beginner
10,158,4.3108111785565155,Contabilidad para no contadores,Universidad Nacional Autónoma de México,Beginner
10,263,3.8581556315616434,English for Research Publication Purposes,Moscow Institute of Physics and Technology,Intermediate
10,168,4.012613532384965,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,Beginner
10,137,4.866936456467551,Claves de la Dirección de Empresas,IESE Business School,Beginner
10,206,4.379808673931073,Data and Health Indicators in Public Health Practice,Johns Hopkins University,Beginner
11,218,4.128085544507129,Design and Make Infographics (Project-Centered Course),Michigan State University,Mixed
11,217,4.134987766717719,Design and Interpretation of Clinical Trials,Johns Hopkins University,Mixed
11,869,3.9668340042339323,Write Professional Emails in English,Georgia Institute of Technology,Mixed
11,21,4.06387254750546,Accounting Analytics,University of Pennsylvania,Mixed
11,853,3.81294113471016,Version Control with Git,Atlassian,Mixed
11,675,4.162688033517121,Programming with Google Go,"University of California, Irvine",Intermediate
11,643,4.461179674051008,Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,Beginner
11,754,4.501574597885272,Stories of Infection,Stanford University,Intermediate
12,683,4.466665262264593,Python Classes and Inheritance,University of Michigan,Intermediate
12,787,3.7172320802392216,TensorFlow in Practice,deeplearning.ai,Intermediate
12,368,4.077509404803142,Genomic Data Science,Johns Hopkins University,Intermediate
12,848,4.113239010692499,User Interface Design,University of Minnesota,Intermediate
12,402,4.263087894144862,Hardware Description Languages for FPGA Design,University of Colorado Boulder,Intermediate
12,47,4.038130449823813,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,Beginner
12,353,3.777511401450146,Fundamentals of Reinforcement Learning,University of Alberta,Intermediate
12,828,4.415420548179013,Tricky American English Pronunciation,"University of California, Irvine",Beginner
13,760,4.1539581054939,Strategic Sales Management,Fundação Instituto de Administração,Intermediate
13,170,4.141371427876504,Costos para los Negocios,Universidad de Chile,Intermediate
13,235,4.524351531765973,Discrete Optimization,The University of Melbourne,Intermediate
13,834,4.710390955799814,Understanding Cancer Metastasis,Johns Hopkins University,Beginner
13,874,3.6904084140116176,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,Beginner
14,433,3.771500749623135,Influencer Marketing Strategy,Rutgers the State University of New Jersey,Intermediate
14,475,4.259929999382992,Introduction to Calculus,The University of Sydney,Intermediate
14,546,4.829066945874192,Leading: Human Resource Management and Leadership,Macquarie University,Intermediate
14,110,4.8270088540557525,Business English,Arizona State University,Intermediate
14,16,3.4015916722123922,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,Intermediate
14,491,4.084169271599544,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,Intermediate
14,94,5.0,Blockchain,University at Buffalo,Intermediate
14,838,4.103654060349773,Understanding Modern Finance,American Institute of Business and Economics,Intermediate
14,502,4.325547017684147,Introduction to International Criminal Law,Case Western Reserve University,Mixed
14,331,4.173806453534895,Foundations of Marketing Analytics,Emory University,Intermediate
14,57,4.2054278419385,Applied Machine Learning in Python,University of Michigan,Intermediate
14,225,4.532741143653401,Developing Your Musicianship,Berklee College of Music,Beginner
15,278,4.357312836690279,Epigenetic Control of Gene Expression,The University of Melbourne,Mixed
15,384,4.619433268725527,Global Financial Markets and Instruments,Rice University,Mixed
15,664,4.385015892636865,Preparing to Manage Human Resources,University of Minnesota,Mixed
15,249,3.9849529416152434,Effective Compliance Programs,University of Pennsylvania,Mixed
15,590,3.8895507003144965,Mastering Data Analysis in Excel,Duke University,Mixed
15,815,4.483469190513819,The Science of Well-Being,Yale University,Mixed
15,371,4.139010945366554,Geopolítica y gobernanza global: riesgos y oportunidades,ESADE Business and Law School,Mixed
15,587,4.492067651063228,Marketing Verde,Universidad de los Andes,Mixed
15,493,3.8197004201427416,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,Mixed
15,862,4.527170048232837,What future for education?,UCL Institute of Education,Mixed
15,200,3.6965634889183647,Data Science: Statistics and Machine Learning,Johns Hopkins University,Intermediate
15,255,3.84451616246489,Emerging Technologies: From Smartphones to IoT to Big Data,Yonsei University,Beginner
15,408,4.105852568307757,Healthcare Organization Operations,Rutgers the State University of New Jersey,Beginner
15,837,4.449891878413091,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,Beginner
15,577,4.279177219078029,Managing Innovation and Design Thinking,HEC Paris,Beginner
16,829,4.187202250268287,Troubles du spectre de l'autisme : diagnostic,University of Geneva,Intermediate
16,107,3.611157220917568,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,Intermediate
16,723,4.34392490024655,Sequence Models,deeplearning.ai,Intermediate
16,761,4.295551840212153,Strategising: Management for Global Competitive Advantage,Macquarie University,Intermediate
16,208,4.464628383305869,Databases and SQL for Data Science,IBM,Beginner
16,35,4.637915536843442,Agile with Atlassian Jira,Atlassian,Beginner
16,41,3.8897353207929095,An Introduction to American Law,University of Pennsylvania,Beginner
17,338,3.6236993037371272,Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,Intermediate
17,616,4.370983413315445,Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,Intermediate
17,569,3.4617285185170203,Machine Learning for Trading,Google Cloud,Intermediate
17,884,4.053484598777979,Основы разработки на C++: белый пояс,E-Learning Development Fund,Intermediate
17,675,4.1981396141301275,Programming with Google Go,"University of California, Irvine",Intermediate
17,93,4.628121090193242,Blended Language Learning: Design and Practice for Teachers,University of Colorado Boulder,Intermediate
17,190,4.165329616974315,Data Collection and Processing with Python,University of Michigan,Intermediate
17,628,4.310450084946592,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",Beginner
17,348,4.3119933748755495,Fundamentals of Immunology,Rice University,Intermediate
17,585,3.7787010518463116,Marketing Mix Implementation,IE Business School,Beginner
17,841,4.846975746212279,Understanding and Visualizing Data with Python,University of Michigan,Beginner
18,104,3.9087450509633146,Building Batch Data Pipelines on GCP,Google Cloud,Intermediate
18,693,4.258989951952241,Recommender Systems,University of Minnesota,Intermediate
18,163,4.009949487539761,Convolutional Neural Networks in TensorFlow,deeplearning.ai,Intermediate
18,341,4.1859565895024735,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,Intermediate
18,703,4.570909337061567,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,Intermediate
18,611,4.1465590619026855,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,Intermediate
18,84,4.522102051990199,Become a Sustainable Business Change Agent,University of Colorado System,Intermediate
18,19,3.9037296985571253,Accelerated Computer Science Fundamentals,University of Illinois at Urbana-Champaign,Intermediate
18,252,3.7740698465766815,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,Intermediate
18,830,4.234073821505233,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,Intermediate
18,376,4.118688947636165,Getting Started with Go,"University of California, Irvine",Intermediate
18,487,4.11543026413381,Introduction to Data Science in Python,University of Michigan,Intermediate
18,75,4.3615364048927985,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,Intermediate
18,765,4.197481101139186,Successful Negotiation: Essential Strategies and Skills,University of Michigan,Mixed
18,762,3.6876096661887727,Strategy and Sustainability,IESE Business School,Beginner
19,570,3.6997216474551267,Machine Learning with Python,IBM,Intermediate
19,747,4.424975662222813,Sports Marketing,Northwestern University,Intermediate
19,336,4.669075472714084,Front-End Web Development with React,The Hong Kong University of Science and Technology,Intermediate
19,164,4.072046851209706,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,Intermediate
19,545,3.8489839046284686,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,Intermediate
19,140,3.7731825991561423,Cloud Computing,University of Illinois at Urbana-Champaign,Intermediate
19,818,4.137160234005025,The Strategy of Content Marketing,"University of California, Davis",Intermediate
19,568,3.9884100208275464,Machine Learning for Business Professionals,Google Cloud,Intermediate
19,520,4.073192492297403,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,Intermediate
19,807,4.38512300398013,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,Intermediate
19,66,4.350242649239781,Art & Activity: Interactive Strategies for Engaging with Art,The Museum of Modern Art,Mixed
19,854,4.3404756487617835,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,Mixed
19,703,4.321454144690915,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,Intermediate
19,32,4.136113138041811,Age of Cathedrals,Yale University,Beginner
20,409,4.452371946651081,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,Mixed
20,622,4.266604137614597,Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,Mixed
20,664,3.733474165824555,Preparing to Manage Human Resources,University of Minnesota,Mixed
20,490,3.9547152032681008,Introduction to Electronics,Georgia Institute of Technology,Mixed
20,352,4.566081325580238,Fundamentals of Quantitative Modeling,University of Pennsylvania,Mixed
20,398,4.286120681392981,Gut Check: Exploring Your Microbiome,University of California San Diego,Mixed
20,474,4.2232433642678835,Introduction to CSS3,University of Michigan,Mixed
20,183,4.475450564512192,Cybersecurity for Business,University of Colorado System,Beginner
20,684,4.070965010289315,Python Data Structures,University of Michigan,Mixed
20,624,4.252395559886098,Networking and Security Architecture with VMware NSX,VMware,Intermediate
21,652,4.586056137151463,Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,Beginner
21,33,4.257527498026656,Agile Development,University of Virginia,Beginner
21,100,3.9369089126816106,Branding: The Creative Journey,IE Business School,Beginner
21,125,3.8887192391665337,COVID-19: What You Need to Know (CME Eligible),Osmosis,Beginner
21,479,3.7310861219924845,Introduction to Computer Programming,"Goldsmiths, University of London",Beginner
21,743,4.780870537177962,Soporte de Tecnologías de la Información de Google,Crece con Google,Beginner
21,833,4.353429699817294,UX Design Fundamentals,California Institute of the Arts,Beginner
21,144,4.17594264310083,Code Yourself! An Introduction to Programming,The University of Edinburgh,Beginner
21,583,4.7396064461350775,Marketing Digital,Universidad Austral,Beginner
21,753,4.105636165713665,Statistics with R,Duke University,Beginner
21,788,3.8075041384207426,TensorFlow: Data and Deployment,deeplearning.ai,Intermediate
21,541,4.351226884265075,Leadership Development for Engineers,Rice University,Beginner
21,492,4.355869594796491,Introduction to Engineering Mechanics,Georgia Institute of Technology,Mixed
21,252,4.053963357758677,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,Intermediate
21,182,3.5407003892857674,Cybersecurity and Its Ten Domains,University System of Georgia,Beginner
22,348,4.664121090520415,Fundamentals of Immunology,Rice University,Intermediate
22,164,3.9667564251976577,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,Intermediate
22,878,4.548877277834631,Искусство разработки на современном C++,E-Learning Development Fund,Intermediate
22,683,4.244255389528254,Python Classes and Inheritance,University of Michigan,Intermediate
22,464,4.64351844423268,Interviewing and Resume Writing in English,"University of Maryland, College Park",Intermediate
22,443,4.329570150018522,Inspired Leadership,Case Western Reserve University,Intermediate
22,353,3.856451941364507,Fundamentals of Reinforcement Learning,University of Alberta,Intermediate
22,103,4.715780243436758,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,Mixed
22,150,4.007825748339306,Computational Social Science,"University of California, Davis",Beginner
22,210,3.993680027605077,Decision-Making and Scenarios,University of Pennsylvania,Mixed
22,590,3.7887594450599793,Mastering Data Analysis in Excel,Duke University,Mixed
23,709,4.785966918862827,SAS Programmer,SAS,Beginner
23,78,4.149407252538254,BIM Fundamentals for Engineers,National Taiwan University,Beginner
23,845,4.095825692397554,University Teaching,The University of Hong Kong,Beginner
23,831,3.9797397548692945,UCI Project Management,"University of California, Irvine",Beginner
23,774,3.5065957274657418,Survey Data Collection and Analytics,"University of Maryland, College Park",Beginner
23,834,4.4198127599769865,Understanding Cancer Metastasis,Johns Hopkins University,Beginner
23,859,4.196644479434669,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,Beginner
23,47,4.9255857158456555,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,Beginner
23,118,4.205981386550866,Business Technology Management,Indian School of Business,Beginner
23,826,4.457411223838251,Trading Strategies in Emerging Markets,Indian School of Business,Beginner
23,778,3.6716224372711364,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,Intermediate
24,343,4.040757688506831,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,Beginner
24,523,4.307280777510092,Introduction to Typography,California Institute of the Arts,Beginner
24,427,4.372216450235021,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",deeplearning.ai,Beginner
24,516,4.4569254152011215,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,Beginner
24,711,4.322376345328993,SQL for Data Science,"University of California, Davis",Beginner
24,582,4.398634886630952,Marketing Digital,Universidade de São Paulo,Beginner
25,330,3.8269926537505845,Foundations of Management,IESE Business School,Beginner
25,535,4.1396551305586,Java Programming and Software Engineering Fundamentals,Duke University,Beginner
25,147,4.688858671904841,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,University of Colorado Boulder,Beginner
25,305,4.6966014718425235,"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,Beginner
25,168,4.045146224227315,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,Beginner
25,18,3.9299757772239006,Academic English: Writing,"University of California, Irvine",Beginner
25,879,4.41390244288265,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,Beginner
25,354,3.9638742401033644,Fundamentals of Visualization with Tableau,"University of California, Davis",Beginner
25,240,4.174428262488558,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,Beginner
25,848,4.020061993653728,User Interface Design,University of Minnesota,Intermediate
25,422,4.104409820984157,IT Security: Defense against the digital dark arts,Google,Beginner
25,492,4.462123625144617,Introduction to Engineering Mechanics,Georgia Institute of Technology,Mixed
26,773,3.918531188856669,Supporting children with difficulties in reading and writing,UCL Institute of Education,Mixed
26,802,5.0,The Global Financial Crisis,Yale University,Mixed
26,718,4.717352678742683,Search Engine Optimization Fundamentals,"University of California, Davis",Mixed
26,172,3.6953427443707376,Creative Problem Solving,University of Minnesota,Mixed
26,498,4.308702940100523,Introduction to Genomic Technologies,Johns Hopkins University,Mixed
26,684,4.397045737398523,Python Data Structures,University of Michigan,Mixed
26,674,4.419852186466359,Programming for Everybody (Getting Started with Python),University of Michigan,Mixed
26,866,4.18921991230454,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",Beginner
26,31,4.476947285523511,Advertising and Society,Duke University,Mixed
26,576,3.9092657324713387,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,Beginner
27,413,3.6270223258293566,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,Mixed
27,452,4.452179668891996,International Cyber Conflicts,The State University of New York,Mixed
27,472,4.475255515503391,Introduction to Breast Cancer,Yale University,Mixed
27,854,4.809712731545199,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,Mixed
27,704,4.388273881696393,Robotics,University of Pennsylvania,Beginner
27,366,4.555032426188579,Gamification,University of Pennsylvania,Mixed
28,848,3.6326308267544705,User Interface Design,University of Minnesota,Intermediate
28,238,3.609909312748092,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,Intermediate
28,451,4.072857726434616,International Business Essentials,University of London,Intermediate
28,74,4.588041868327798,Autodesk CAD/CAM for Manufacturing,Autodesk,Intermediate
28,39,4.164017448773338,Algorithms for Battery Management Systems,University of Colorado System,Intermediate
28,337,4.626497618459382,Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,Intermediate
28,45,4.3378963695021255,Anatomy,University of Michigan,Beginner
28,304,4.091081616081907,FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,Beginner
29,373,4.456834552852555,Get Interactive: Practical Teaching with Technology,Bloomsbury Learning Exchange,Beginner
29,813,4.253661531625764,The Science of Success: What Researchers Know that You Should Know,University of Michigan,Beginner
29,535,4.19416828145924,Java Programming and Software Engineering Fundamentals,Duke University,Beginner
29,740,4.440240913014765,Software Product Management,University of Alberta,Beginner
29,762,3.927192327107274,Strategy and Sustainability,IESE Business School,Beginner
29,65,4.589008614273145,Arizona State University TESOL,Arizona State University,Beginner
30,159,4.059963053965611,Content Strategy for Professionals,Northwestern University,Beginner
30,184,4.206607050023657,Cómo hablar bien en público,Universitat Autònoma de Barcelona,Beginner
30,257,4.264548936665411,Engineering Health: Introduction to Yoga and Physiology,New York University,Beginner
30,833,3.4552556294215004,UX Design Fundamentals,California Institute of the Arts,Beginner
30,868,4.477272593048743,Write A Feature Length Screenplay For Film Or Television,Michigan State University,Beginner
30,582,4.311100027909115,Marketing Digital,Universidade de São Paulo,Beginner
30,261,3.9790934853328044,English for Career Development,University of Pennsylvania,Mixed
30,205,4.311387872277395,Data Warehousing for Business Intelligence,University of Colorado System,Advanced
30,432,4.742431108872205,Infectious Disease Modelling,Imperial College London,Intermediate
31,74,4.667138937017965,Autodesk CAD/CAM for Manufacturing,Autodesk,Intermediate
31,588,4.153255506903777,Marketing con Redes Sociales,Tecnológico de Monterrey,Intermediate
31,7,4.115401806690834,AI For Medical Treatment,deeplearning.ai,Intermediate
31,625,4.2805021243400985,Networking in Google Cloud,Google Cloud,Intermediate
31,487,3.568466531665753,Introduction to Data Science in Python,University of Michigan,Intermediate
31,686,3.8175096311346373,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,Intermediate
31,163,3.4679726052254125,Convolutional Neural Networks in TensorFlow,deeplearning.ai,Intermediate
31,33,4.124204220220458,Agile Development,University of Virginia,Beginner
31,95,4.0693961790125535,Blockchain Revolution,INSEAD,Beginner
31,35,4.437321442331434,Agile with Atlassian Jira,Atlassian,Beginner
32,807,3.8352577510255026,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,Intermediate
32,829,4.907690560335982,Troubles du spectre de l'autisme : diagnostic,University of Geneva,Intermediate
32,848,4.8048631891563955,User Interface Design,University of Minnesota,Intermediate
32,112,3.6471570774339157,Business English: Networking,University of Washington,Intermediate
32,760,3.619747059338631,Strategic Sales Management,Fundação Instituto de Administração,Intermediate
32,433,4.368714498659592,Influencer Marketing Strategy,Rutgers the State University of New Jersey,Intermediate
32,727,3.994582622703576,Six Sigma Green Belt,University System of Georgia,Intermediate
32,177,4.735533600474985,Cuidados y procedimientos generales en la atención del recién nacido,Universidad de Chile,Intermediate
32,831,4.3661704759755455,UCI Project Management,"University of California, Irvine",Beginner
32,181,3.9537340687156632,Cybersecurity,"University of Maryland, College Park",Intermediate
32,17,4.513410415566252,Aboriginal Worldviews and Education,University of Toronto,Mixed
33,442,4.039012527882612,Inspirational Leadership: Leading with Sense,HEC Paris,Beginner
33,89,4.4386522746352375,Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,Beginner
33,757,4.451336026886976,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,Beginner
33,233,4.700093654210998,Digital Product Management: Modern Fundamentals,University of Virginia,Beginner
33,687,5.0,Python for Data Science and AI,IBM,Beginner
33,717,4.749435906236357,Science of Exercise,University of Colorado Boulder,Beginner
33,120,4.5977000843723586,Business Writing,University of Colorado Boulder,Beginner
33,519,3.836251094512495,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),Mixed
33,631,3.9641333215466874,Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),Intermediate
33,208,4.338057055309567,Databases and SQL for Data Science,IBM,Beginner
34,57,3.63057715562413,Applied Machine Learning in Python,University of Michigan,Intermediate
34,110,3.8859850219548173,Business English,Arizona State University,Intermediate
34,111,4.09819341067934,Business English Communication Skills,University of Washington,Intermediate
34,10,3.6371486231421177,AI for Medical Prognosis,deeplearning.ai,Intermediate
34,292,4.220572075182443,Excel Skills for Business: Advanced,Macquarie University,Intermediate
34,308,3.956381920609966,Finance for Non-Financial Managers,Emory University,Intermediate
34,62,4.232783282365747,Architecting with Google Cloud Platform 日本語版,Google Cloud,Intermediate
34,631,4.169564735950324,Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),Intermediate
34,703,4.33044569412537,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,Intermediate
34,674,4.508461124401823,Programming for Everybody (Getting Started with Python),University of Michigan,Mixed
34,588,4.024733481890037,Marketing con Redes Sociales,Tecnológico de Monterrey,Intermediate
34,258,4.351485854430927,Engineering Project Management: Initiating and Planning,Rice University,Beginner
35,12,4.395754249804656,AWS Fundamentals,Amazon Web Services,Beginner
35,86,4.033793016347765,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,Beginner
35,65,4.287175304770169,Arizona State University TESOL,Arizona State University,Beginner
